1024				14.2948627472				37.00
2048				14.5118236542				37.00
3072				14.2579078674				37.00
4096				14.2171382904				37.00
5120				13.8640403748				37.00
6144				14.6820545197				37.00
7168				13.5068893433				37.00
8192				14.209985733				37.00
9216				15.0589942932				37.00
10240				15.1660442352				37.00
11264				13.475894928				37.00
12288				14.4150257111				37.00
13312				14.7240161896				37.00
14336				13.8201713562				37.00
15360				17.3881053925				37.00
16384				13.8669013977				37.00
17408				14.1930580139				37.00
18432				17.2579288483				37.00
19456				14.0869617462				37.00
20480				13.3810043335				37.00
21504				13.857126236				37.00
22528				13.4160518646				37.00
23552				14.9738788605				37.00
24576				14.6069526672				37.00
25600				13.9911174774				37.00
26624				13.6079788208				37.00
27648				14.044046402				37.00
28672				14.0039920807				37.00
29696				14.9450302124				37.00
30720				13.1759643555				37.00
31744				13.6330127716				37.00
32768				12.9799842834				37.00
33792				14.5108699799				37.00
34816				13.9110088348				37.00
35840				14.475107193				37.00
36864				13.946056366				37.00
37888				13.946056366				37.00
38912				13.797044754				37.00
39936				15.2039527893				37.00
40960				13.4651660919				37.00
41984				14.986038208				37.00
43008				13.4689807892				37.00
44032				14.4958496094				37.00
45056				15.8669948578				37.00
46080				13.8249397278				37.00
47104				15.7659053802				37.00
48128				12.9239559174				37.00
49152				13.8189792633				37.00
50176				13.5598182678				37.00
51200				13.2629871368				37.00
52224				13.9129161835				37.00
53248				14.7740840912				37.00
54272				13.6089324951				37.00
55296				13.5481357574				37.00
56320				12.6490592957				37.00
57344				13.787984848				37.00
58368				14.6501064301				37.00
59392				13.9319896698				37.00
60416				13.9029026031				37.00
61440				15.3441429138				37.00
62464				14.2331123352				37.00
63488				13.0200386047				37.00
64512				15.2537822723				37.00
65536				14.7950649261				37.00
66560				14.2390727997				37.00
67584				14.5161151886				37.00
68608				15.0918960571				37.00
69632				13.6229991913				37.00
70656				13.2429599762				37.00
71680				14.4989490509				37.00
72704				14.07122612				37.00
73728				14.6079063416				37.00
74752				14.1699314117				37.00
75776				14.3890380859				37.00
76800				14.1520500183				37.00
77824				13.9849185944				37.00
78848				14.0249729156				37.00
79872				15.1529312134				37.00
80896				13.6110782623				37.00
81920				13.3280754089				37.00
82944				13.7870311737				37.00
83968				14.6918296814				37.00
84992				14.899969101				37.00
86016				14.4190788269				37.00
87040				14.0290260315				37.00
88064				13.6818885803				37.00
89088				13.9758586884				37.00
90112				14.1620635986				37.00
91136				13.7798786163				37.00
92160				13.6148929596				37.00
93184				15.0530338287				37.00
94208				14.3239498138				37.00
95232				13.8411521912				37.00
96256				14.9199962616				37.00
97280				14.0340328217				37.00
98304				14.4720077515				37.00
99328				13.9019489288				37.00
100352				13.2319927216				37.00
101376				14.1298770905				37.00
102400				15.2878761292				37.00
103424				15.2399539948				37.00
104448				14.4338607788				37.00
105472				14.3668651581				37.00
106496				14.0109062195				37.00
107520				14.0721797943				37.00
108544				13.8421058655				37.00
109568				14.6870613098				37.00
110592				14.1727924347				37.00
111616				14.0080451965				37.00
112640				15.0630474091				37.00
113664				15.2831077576				37.00
114688				13.7000083923				37.00
115712				14.5211219788				37.00
116736				15.2380466461				37.00
117760				14.720916748				37.00
118784				14.3730640411				37.00
119808				14.1499042511				37.00
120832				14.4550800323				37.00
121856				15.8679485321				37.00
122880				14.664888382				37.00
123904				13.7341022491				37.00
124928				14.3558979034				37.00
125952				15.1219367981				37.00
126976				14.7409439087				37.00
128000				12.7398967743				37.00
129024				14.0519142151				37.00
130048				14.2810344696				37.00
131072				14.7140026093				37.00
132096				14.6150588989				37.00
133120				14.1580104828				37.00
134144				14.9350166321				37.00
135168				14.7128105164				37.00
136192				15.0170326233				37.00
137216				13.1258964539				37.00
138240				13.7710571289				37.00
139264				14.8251056671				37.00
140288				14.8770809174				37.00
141312				14.1189098358				37.00
142336				13.5719776154				37.00
143360				14.2481327057				37.00
144384				13.4508609772				37.00
145408				14.9500370026				37.00
146432				14.111995697				37.00
147456				15.065908432				37.00
148480				15.6161785126				37.00
149504				13.1030082703				37.00
150528				13.7169361115				37.00
151552				13.7250423431				37.00
152576				13.6148929596				37.00
153600				14.5030021667				37.00
154624				13.7438774109				37.00
155648				13.5350227356				37.00
156672				16.1139965057				37.00
157696				13.7767791748				37.00
158720				14.2838954926				37.00
159744				13.2520198822				37.00
160768				14.2698287964				37.00
161792				13.7701034546				37.00
162816				13.5550498962				37.00
163840				13.8921737671				37.00
164864				14.5020484924				37.00
165888				13.1161212921				37.00
166912				14.2269134521				37.00
167936				14.8620605469				37.00
168960				13.8580799103				37.00
169984				14.7879123688				37.00
171008				14.6741867065				37.00
172032				14.2359733582				37.00
173056				13.5269165039				37.00
174080				14.6570205688				37.00
175104				15.8469676971				37.00
176128				13.7350559235				37.00
177152				13.7319564819				37.00
178176				12.6709938049				37.00
179200				14.7271156311				37.00
180224				14.4331455231				37.00
181248				14.3649578094				37.00
182272				13.4248733521				37.00
183296				13.2751464844				37.00
184320				14.0299797058				37.00
185344				13.8001441956				37.00
186368				14.4808292389				37.00
187392				14.7898197174				37.00
188416				14.7709846497				37.00
189440				14.918088913				37.00
190464				14.0519142151				37.00
191488				14.2459869385				37.00
192512				15.0969028473				37.00
193536				14.0991210938				37.00
194560				14.3539905548				37.00
195584				14.7540569305				37.00
196608				14.9829387665				37.00
197632				13.3929252625				37.00
198656				17.8279876709				37.00
199680				14.4128799438				37.00
200704				13.4420394897				37.00
201728				14.044046402				37.00
202752				14.7070884705				37.00
203776				14.1789913177				37.00
204800				13.7860774994				37.00
205824				14.1048431396				37.00
206848				15.1648521423				37.00
207872				14.6188735962				36.00
208896				13.7939453125				36.00
209920				14.8730278015				36.00
210944				15.5148506165				36.00
211968				14.4169330597				36.00
212992				14.3508911133				36.00
214016				14.7280693054				36.00
215040				14.6181583405				36.00
216064				13.6070251465				36.00
217088				13.778924942				36.00
218112				15.3169631958				36.00
219136				13.9501094818				36.00
220160				15.1660442352				36.00
221184				14.3849849701				36.00
222208				15.7771110535				36.00
223232				14.4860744476				36.00
224256				12.818813324				36.00
225280				13.3471488953				36.00
226304				14.2071247101				36.00
227328				14.151096344				36.00
228352				13.8058662415				36.00
229376				15.1338577271				36.00
230400				13.7679576874				36.00
231424				12.9780769348				36.00
232448				13.8881206512				36.00
233472				15.300989151				36.00
234496				14.3940448761				36.00
235520				13.9322280884				36.00
236544				13.4358406067				36.00
237568				14.4760608673				36.00
238592				14.1201019287				36.00
239616				14.9149894714				36.00
240640				15.1150226593				36.00
241664				15.958070755				36.00
242688				14.885187149				36.00
243712				15.722990036				36.00
244736				14.4579410553				36.00
245760				14.4639015198				36.00
246784				14.1358375549				36.00
247808				14.0678882599				36.00
248832				14.1069889069				36.00
249856				13.7188434601				36.00
250880				14.1410827637				36.00
251904				14.3070220947				36.00
252928				14.8270130157				36.00
253952				13.3180618286				36.00
254976				13.7169361115				36.00
256000				14.3599510193				36.00
257024				14.2300128937				36.00
258048				14.1158103943				36.00
259072				15.930891037				36.00
260096				13.9789581299				36.00
261120				14.2719745636				36.00
262144				13.7910842896				36.00
263168				14.7759914398				36.00
264192				13.3168697357				36.00
265216				14.4989490509				36.00
266240				14.8110389709				36.00
267264				15.2201652527				36.00
268288				13.4451389313				36.00
269312				13.3209228516				36.00
270336				13.5300159454				36.00
271360				13.8630867004				36.00
272384				12.9871368408				36.00
273408				14.0099525452				36.00
274432				14.9729251862				36.00
275456				13.6618614197				36.00
276480				14.4588947296				36.00
277504				13.3709907532				36.00
278528				13.9009952545				36.00
279552				14.0700340271				36.00
280576				14.6238803864				36.00
281600				13.8599872589				36.00
282624				13.9689445496				36.00
283648				13.7920379639				36.00
284672				15.0871276855				36.00
285696				15.0890350342				36.00
286720				14.3129825592				36.00
287744				16.6871547699				36.00
288768				14.8119926453				36.00
289792				14.9018764496				36.00
290816				15.4120922089				36.00
291840				13.7100219727				36.00
292864				13.8530731201				36.00
293888				13.7739181519				36.00
294912				14.2509937286				36.00
295936				14.6541595459				36.00
296960				13.9510631561				36.00
297984				14.8141384125				36.00
299008				16.8809890747				35.00
300032				13.0898952484				35.00
